nParts,k,frameMs,editMs,gpuMs
50000,1,1.484,0.018,1.208
50000,1,1.576,0.027,1.210
50000,1,1.512,0.031,1.210
50000,1,1.510,0.020,1.209
50000,1,1.514,0.029,1.209
50000,1,1.509,0.020,1.209
50000,1,1.504,0.029,1.209
50000,1,1.509,0.028,1.209
50000,1,1.504,0.028,1.210
50000,1,1.528,0.029,1.209
50000,1,1.513,0.028,1.210
50000,1,1.511,0.019,1.210
50000,1,1.494,0.019,1.210
50000,1,1.523,0.037,1.209
50000,1,1.497,0.020,1.210
50000,1,1.510,0.030,1.209
50000,1,1.507,0.020,1.209
50000,1,1.531,0.031,1.210
50000,1,1.491,0.019,1.209
50000,1,1.505,0.021,1.211
50000,1,1.532,0.028,1.210
50000,1,1.593,0.039,1.210
50000,1,1.564,0.027,1.209
50000,1,1.587,0.037,1.208
50000,1,1.599,0.039,1.209
50000,1,1.589,0.037,1.210
50000,1,1.590,0.028,1.210
50000,1,1.671,0.042,1.210
50000,1,1.542,0.024,1.208
50000,1,1.574,0.044,1.210
50000,1,1.530,0.020,1.210
50000,1,1.600,0.028,1.209
50000,1,1.608,0.028,1.210
50000,1,1.564,0.027,1.210
50000,1,1.596,0.038,1.211
50000,1,2.803,0.026,1.211
50000,1,1.602,0.040,1.210
50000,1,1.560,0.036,1.209
50000,1,1.550,0.027,1.210
50000,1,1.566,0.038,1.209
50000,1,1.548,0.027,1.211
50000,1,1.551,0.028,1.209
50000,1,1.560,0.028,1.210
50000,1,1.546,0.027,1.210
50000,1,1.569,0.025,1.210
50000,1,1.571,0.025,1.210
50000,1,1.564,0.026,1.210
50000,1,1.556,0.026,1.210
50000,1,1.547,0.027,1.211
50000,1,1.582,0.037,1.211
50000,1,1.646,0.038,1.209
50000,1,1.558,0.030,1.210
50000,1,1.229,0.032,0.922
50000,1,1.129,0.020,0.844
50000,1,1.233,0.037,0.843
50000,1,1.231,0.029,0.842
50000,1,1.228,0.029,0.842
50000,1,1.210,0.041,0.843
50000,1,1.132,0.021,0.843
50000,1,1.108,0.022,0.843
50000,1,1.104,0.021,0.843
50000,1,1.111,0.020,0.844
50000,1,1.129,0.033,0.843
50000,1,1.130,0.028,0.843
50000,1,1.160,0.027,0.842
50000,1,1.136,0.021,0.843
50000,1,1.112,0.019,0.844
50000,1,1.111,0.021,0.844
50000,1,1.118,0.019,0.844
50000,1,1.133,0.031,0.842
50000,1,1.133,0.029,0.843
50000,1,1.125,0.025,0.843
50000,1,1.123,0.019,0.843
50000,1,1.121,0.027,0.843
50000,1,1.110,0.020,0.844
50000,1,1.147,0.029,0.843
50000,1,1.109,0.018,0.843
50000,1,1.121,0.028,0.843
50000,1,1.120,0.019,0.842
50000,1,1.186,0.037,0.842
50000,1,1.140,0.029,0.843
50000,1,1.121,0.028,0.843
50000,1,1.111,0.018,0.843
50000,1,1.111,0.027,0.843
50000,1,1.121,0.027,0.843
50000,1,1.119,0.027,0.843
50000,1,1.115,0.018,0.843
50000,1,1.156,0.033,0.842
50000,1,1.131,0.031,0.843
50000,1,1.131,0.021,0.843
50000,1,1.110,0.021,0.843
50000,1,1.135,0.029,0.843
50000,1,1.128,0.019,0.843
50000,1,1.216,0.027,0.843
50000,1,1.131,0.021,0.842
50000,1,1.119,0.019,0.843
50000,1,1.115,0.029,0.842
50000,1,1.100,0.018,0.844
50000,1,1.112,0.028,0.843
50000,1,1.101,0.018,0.843
50000,1,1.108,0.018,0.843
50000,1,1.114,0.018,0.843
50000,1,1.109,0.019,0.843
50000,1,1.096,0.018,0.843
50000,1,1.101,0.018,0.843
50000,1,1.099,0.019,0.844
50000,1,1.131,0.028,0.843
50000,1,1.192,0.029,0.842
50000,1,1.165,0.026,0.843
50000,1,1.181,0.027,0.843
50000,1,1.186,0.027,0.842
50000,1,1.207,0.027,0.871
50000,1,1.168,0.025,0.843
50000,1,1.194,0.038,0.844
50000,1,1.191,0.036,0.844
50000,1,1.193,0.031,0.843
50000,1,1.182,0.026,0.843
50000,1,1.170,0.025,0.842
50000,1,1.205,0.025,0.843
50000,1,1.256,0.028,0.843
50000,1,1.247,0.030,0.842
50000,1,1.175,0.023,0.843
50000,1,1.177,0.033,0.843
50000,1,1.170,0.022,0.843
50000,1,1.126,0.020,0.843
50000,1,1.129,0.020,0.844
50000,1,1.166,0.022,0.843
50000,1,1.165,0.041,0.843
50000,1,1.130,0.031,0.843
50000,1,1.127,0.023,0.843
50000,1,1.124,0.023,0.843
50000,1,1.109,0.030,0.842
50000,1,1.101,0.019,0.844
50000,1,1.114,0.030,0.843
50000,1,1.111,0.029,0.843
50000,1,1.119,0.028,0.843
50000,1,1.111,0.018,0.843
50000,1,1.203,0.039,0.843
50000,1,1.177,0.037,0.843
50000,1,1.158,0.025,0.843
50000,1,1.153,0.026,0.844
50000,1,1.152,0.024,0.843
50000,1,1.165,0.024,0.844
50000,1,1.186,0.025,0.842
50000,1,1.173,0.036,0.844
50000,1,1.152,0.025,0.842
50000,1,1.152,0.025,0.843
50000,1,1.161,0.024,0.843
50000,1,1.152,0.026,0.842
50000,1,1.160,0.025,0.842
50000,1,1.196,0.035,0.843
50000,1,1.195,0.026,0.844
50000,1,1.237,0.027,0.843
50000,1,1.155,0.024,0.844
50000,1,1.222,0.031,0.843
50000,1,1.196,0.027,0.843
50000,1,1.172,0.026,0.842
50000,1,1.187,0.039,0.844
50000,1,1.186,0.037,0.843
50000,1,1.171,0.026,0.843
50000,1,1.160,0.027,0.843
50000,1,1.158,0.024,0.843
50000,1,1.157,0.024,0.842
50000,1,1.161,0.025,0.843
50000,1,1.156,0.025,0.843
50000,1,1.162,0.024,0.844
50000,1,1.159,0.025,0.843
50000,1,1.164,0.024,0.843
50000,1,1.185,0.026,0.844
50000,1,1.163,0.025,0.843
50000,1,1.185,0.038,0.843
50000,1,1.167,0.024,0.843
50000,1,1.154,0.024,0.843
50000,1,1.157,0.025,0.843
50000,1,1.170,0.024,0.842
50000,1,1.163,0.025,0.842
50000,1,1.168,0.024,0.842
50000,1,1.165,0.036,0.843
50000,1,1.155,0.025,0.843
50000,1,1.160,0.025,0.843
50000,1,1.166,0.026,0.842
50000,1,1.161,0.025,0.843
50000,1,1.187,0.026,0.843
50000,1,1.181,0.025,0.843
50000,1,1.190,0.026,0.844
50000,1,1.179,0.024,0.843
50000,1,1.210,0.043,0.843
50000,1,1.179,0.025,0.844
50000,1,1.191,0.025,0.843
50000,1,1.159,0.025,0.842
50000,1,1.158,0.025,0.843
50000,1,1.159,0.023,0.843
50000,1,1.158,0.025,0.843
