nParts,k,frameMs,editMs,gpuMs
10000,1,0.532,0.066,0.085
10000,1,0.612,0.080,0.084
10000,1,0.544,0.069,0.083
10000,1,0.554,0.067,0.085
10000,1,0.538,0.068,0.085
10000,1,0.533,0.067,0.083
10000,1,0.540,0.077,0.084
10000,1,0.534,0.066,0.084
10000,1,0.543,0.071,0.085
10000,1,0.518,0.066,0.083
10000,1,0.521,0.067,0.084
10000,1,0.527,0.067,0.084
10000,1,0.515,0.066,0.083
10000,1,0.540,0.067,0.083
10000,1,0.550,0.076,0.085
10000,1,0.530,0.065,0.083
10000,1,0.617,0.076,0.085
10000,1,0.568,0.071,0.084
10000,1,0.628,0.067,0.084
10000,1,0.533,0.070,0.084
10000,1,0.533,0.066,0.083
10000,1,0.521,0.066,0.084
10000,1,0.546,0.067,0.084
10000,1,0.544,0.069,0.085
10000,1,0.564,0.077,0.084
10000,1,1.482,0.067,0.084
10000,1,0.564,0.075,0.085
10000,1,0.553,0.065,0.084
10000,1,0.539,0.068,0.084
10000,1,0.531,0.067,0.084
10000,1,0.526,0.067,0.084
10000,1,0.529,0.064,0.084
10000,1,0.522,0.067,0.084
10000,1,0.529,0.067,0.083
10000,1,0.512,0.065,0.085
10000,1,0.527,0.074,0.084
10000,1,0.582,0.067,0.083
10000,1,0.555,0.071,0.084
10000,1,0.536,0.068,0.084
10000,1,0.517,0.066,0.084
10000,1,0.526,0.065,0.085
10000,1,0.516,0.065,0.084
10000,1,0.529,0.067,0.084
10000,1,0.544,0.065,0.083
10000,1,0.744,0.237,0.083
10000,1,0.657,0.079,0.084
10000,1,0.643,0.106,0.084
10000,1,0.529,0.068,0.083
10000,1,0.519,0.065,0.083
10000,1,0.555,0.069,0.083
10000,1,0.567,0.069,0.083
10000,1,0.536,0.067,0.084
10000,1,0.528,0.066,0.085
10000,1,0.517,0.067,0.084
10000,1,0.577,0.085,0.085
10000,1,0.515,0.067,0.084
10000,1,0.524,0.074,0.084
10000,1,0.521,0.065,0.083
10000,1,0.554,0.067,0.084
