nParts,k,frameMs,editMs,gpuMs
50000,1,2.628,0.073,1.674
50000,1,2.244,0.076,1.674
50000,1,2.347,0.096,1.674
50000,1,2.295,0.089,1.673
50000,1,2.293,0.086,1.672
50000,1,2.220,0.097,1.672
50000,1,2.144,0.066,1.673
50000,1,2.151,0.065,1.673
50000,1,2.184,0.067,1.673
50000,1,2.246,0.092,1.673
50000,1,2.172,0.074,1.674
50000,1,2.172,0.068,1.673
50000,1,2.328,0.088,1.673
50000,1,2.324,0.090,1.673
50000,1,2.263,0.087,1.674
50000,1,2.262,0.087,1.673
50000,1,2.256,0.085,1.674
50000,1,2.168,0.069,1.673
50000,1,2.162,0.067,1.673
50000,1,2.157,0.066,1.674
50000,1,2.147,0.068,1.673
50000,1,2.149,0.067,1.675
50000,1,2.214,0.066,1.673
50000,1,2.201,0.070,1.673
50000,1,2.170,0.071,1.674
50000,1,3.153,0.063,1.674
50000,1,2.193,0.079,1.674
50000,1,2.194,0.066,1.675
50000,1,2.254,0.077,1.674
50000,1,2.177,0.078,1.673
50000,1,2.169,0.067,1.676
50000,1,2.217,0.070,1.672
50000,1,2.188,0.068,1.674
50000,1,2.179,0.074,1.673
50000,1,2.249,0.088,1.672
50000,1,2.169,0.068,1.674
50000,1,2.162,0.066,1.674
50000,1,2.157,0.066,1.673
50000,1,2.178,0.075,1.674
50000,1,2.176,0.067,1.674
50000,1,2.184,0.070,1.672
50000,1,2.219,0.089,1.673
50000,1,2.176,0.070,1.672
50000,1,2.180,0.076,1.672
50000,1,2.158,0.065,1.674
50000,1,2.217,0.088,1.674
50000,1,2.151,0.067,1.674
50000,1,2.219,0.065,1.674
50000,1,2.190,0.079,1.672
50000,1,2.182,0.068,1.673
50000,1,2.212,0.071,1.672
50000,1,2.219,0.068,1.675
50000,1,2.181,0.067,1.672
50000,1,2.196,0.082,1.674
50000,1,2.166,0.065,1.673
50000,1,2.190,0.069,1.674
50000,1,2.206,0.070,1.673
50000,1,2.183,0.067,1.675
50000,1,2.173,0.074,1.674
50000,1,2.219,0.070,1.674
50000,1,2.149,0.065,1.673
50000,1,2.159,0.066,1.674
50000,1,2.178,0.066,1.673
50000,1,2.204,0.066,1.675
50000,1,2.213,0.074,1.674
50000,1,2.186,0.071,1.673
50000,1,2.167,0.071,1.673
50000,1,2.166,0.068,1.673
50000,1,2.169,0.067,1.673
50000,1,2.162,0.067,1.673
50000,1,2.151,0.065,1.674
50000,1,2.154,0.069,1.675
50000,1,2.156,0.066,1.676
50000,1,2.152,0.064,1.673
50000,1,2.155,0.065,1.673
50000,1,2.143,0.066,1.673
50000,1,2.144,0.066,1.673
50000,1,2.151,0.064,1.670
50000,1,1.002,0.064,0.364
50000,1,0.786,0.064,0.362
50000,1,0.774,0.064,0.362
50000,1,0.779,0.065,0.362
50000,1,0.783,0.071,0.361
50000,1,0.784,0.064,0.362
50000,1,0.777,0.066,0.362
50000,1,0.789,0.064,0.361
50000,1,0.793,0.063,0.362
50000,1,0.783,0.064,0.362
50000,1,0.775,0.063,0.362
50000,1,0.765,0.062,0.362
50000,1,0.791,0.065,0.362
50000,1,0.768,0.062,0.363
50000,1,0.790,0.063,0.362
50000,1,0.777,0.065,0.362
50000,1,0.761,0.062,0.362
50000,1,0.767,0.063,0.361
50000,1,0.744,0.062,0.353
50000,1,0.751,0.063,0.351
50000,1,0.746,0.061,0.352
50000,1,0.751,0.061,0.352
50000,1,0.793,0.068,0.352
50000,1,0.790,0.062,0.352
50000,1,0.777,0.064,0.352
50000,1,0.768,0.067,0.351
50000,1,0.790,0.065,0.352
50000,1,0.771,0.064,0.352
50000,1,0.766,0.064,0.352
50000,1,0.773,0.061,0.352
50000,1,0.747,0.062,0.351
50000,1,0.745,0.062,0.351
50000,1,0.770,0.063,0.352
50000,1,0.783,0.064,0.352
50000,1,0.780,0.068,0.352
50000,1,0.779,0.067,0.352
50000,1,0.758,0.063,0.350
50000,1,0.755,0.063,0.352
50000,1,0.750,0.062,0.352
50000,1,0.750,0.064,0.351
50000,1,0.751,0.066,0.351
50000,1,0.902,0.060,0.353
50000,1,0.756,0.064,0.351
50000,1,0.749,0.061,0.352
50000,1,0.771,0.064,0.351
50000,1,0.764,0.064,0.352
50000,1,0.767,0.062,0.353
50000,1,0.735,0.064,0.352
50000,1,0.759,0.064,0.351
50000,1,0.766,0.062,0.351
50000,1,0.778,0.062,0.352
50000,1,0.768,0.064,0.351
50000,1,0.759,0.061,0.351
50000,1,0.768,0.061,0.351
50000,1,0.794,0.064,0.352
50000,1,0.790,0.066,0.351
50000,1,0.785,0.062,0.351
50000,1,0.789,0.079,0.351
50000,1,0.791,0.070,0.351
50000,1,0.874,0.105,0.351
50000,1,0.845,0.069,0.352
50000,1,0.829,0.084,0.352
50000,1,0.790,0.068,0.352
50000,1,0.763,0.066,0.352
50000,1,0.770,0.065,0.351
50000,1,0.771,0.072,0.352
50000,1,0.767,0.064,0.352
50000,1,0.761,0.064,0.352
50000,1,0.771,0.066,0.352
50000,1,0.757,0.064,0.352
50000,1,0.762,0.063,0.352
50000,1,0.752,0.064,0.352
50000,1,0.762,0.064,0.353
50000,1,0.802,0.063,0.352
50000,1,0.769,0.076,0.351
50000,1,0.751,0.063,0.352
50000,1,0.753,0.063,0.351
50000,1,0.766,0.065,0.352
50000,1,0.756,0.063,0.353
50000,1,0.770,0.064,0.351
50000,1,0.762,0.064,0.352
50000,1,0.805,0.070,0.352
50000,1,0.834,0.076,0.352
50000,1,0.793,0.071,0.351
50000,1,0.775,0.068,0.352
50000,1,0.763,0.068,0.352
50000,1,0.884,0.081,0.352
50000,1,0.819,0.070,0.352
50000,1,0.778,0.069,0.351
50000,1,0.772,0.069,0.352
50000,1,0.768,0.068,0.352
50000,1,0.760,0.068,0.351
50000,1,0.775,0.070,0.352
50000,1,0.778,0.070,0.352
50000,1,0.774,0.067,0.353
50000,1,0.755,0.069,0.353
