nParts,k,frameMs,editMs,gpuMs
5004,1,0.927,0.018,0.322
5004,1,1.116,0.019,0.481
5004,1,0.887,0.012,0.362
5004,1,0.898,0.008,0.390
5004,1,0.854,0.011,0.454
5004,1,0.947,0.008,0.355
5004,1,0.873,0.008,0.423
5004,1,0.780,0.008,0.314
5004,1,0.775,0.007,0.369
5004,1,0.777,0.007,0.433
5004,1,0.751,0.007,0.319
5004,1,0.886,0.007,0.411
5004,1,0.893,0.009,0.332
5004,1,0.881,0.008,0.386
5004,1,0.835,0.007,0.441
5004,1,0.861,0.007,0.319
5004,1,0.905,0.007,0.387
5004,1,0.883,0.007,0.311
5004,1,0.844,0.007,0.370
5004,1,0.828,0.007,0.430
5004,1,0.794,0.007,0.333
5004,1,0.806,0.008,0.404
5004,1,0.867,0.008,0.310
5004,1,0.833,0.008,0.390
5004,1,0.879,0.008,0.461
5004,1,0.920,0.009,0.359
5004,1,0.951,0.009,0.427
5004,1,0.964,0.008,0.338
5004,1,0.893,0.009,0.415
5004,1,0.837,0.009,0.480
5004,1,0.776,0.008,0.329
5004,1,0.887,0.008,0.394
5004,1,0.902,0.010,0.319
5004,1,0.820,0.007,0.386
5004,1,0.800,0.008,0.452
5004,1,0.809,0.007,0.331
5004,1,0.800,0.008,0.407
5004,1,0.792,0.008,0.314
5004,1,0.768,0.007,0.373
5004,1,0.766,0.007,0.437
5004,1,0.782,0.007,0.323
5004,1,0.862,0.008,0.389
5004,1,0.972,0.007,0.334
5004,1,0.863,0.009,0.393
5004,1,0.943,0.008,0.466
5004,1,0.988,0.008,0.342
5004,1,0.912,0.008,0.410
5004,1,0.832,0.007,0.307
5004,1,0.880,0.009,0.372
5004,1,0.926,0.007,0.467
5004,1,0.956,0.008,0.338
5004,1,0.898,0.007,0.394
5004,1,0.801,0.007,0.308
5004,1,0.765,0.007,0.373
5004,1,0.857,0.007,0.436
5004,1,0.896,0.007,0.314
5004,1,0.854,0.008,0.380
5004,1,0.775,0.007,0.301
5004,1,0.763,0.007,0.365
5004,1,0.855,0.007,0.477
5004,3,0.845,0.013,0.340
5004,3,0.968,0.016,0.435
5004,3,0.890,0.014,0.335
5004,3,0.823,0.013,0.384
5004,3,0.794,0.013,0.449
5004,3,0.767,0.013,0.322
5004,3,0.765,0.013,0.383
5004,3,0.760,0.013,0.303
5004,3,0.797,0.015,0.372
5004,3,0.939,0.014,0.457
5004,3,0.799,0.014,0.332
5004,3,0.782,0.013,0.395
5004,3,0.768,0.013,0.311
5004,3,0.891,0.013,0.370
5004,3,0.953,0.013,0.451
5004,3,0.893,0.014,0.323
5004,3,0.922,0.013,0.422
5004,3,0.981,0.014,0.324
5004,3,0.847,0.013,0.402
5004,3,0.964,0.015,0.498
5004,3,0.878,0.015,0.367
5004,3,0.826,0.014,0.416
5004,3,0.762,0.012,0.303
5004,3,0.851,0.013,0.376
5004,3,0.918,0.012,0.436
5004,3,0.771,0.013,0.319
5004,3,0.777,0.013,0.389
5004,3,0.781,0.013,0.316
5004,3,0.876,0.013,0.379
5004,3,0.896,0.013,0.438
5004,3,0.798,0.013,0.315
5004,3,0.757,0.012,0.331
5004,3,0.755,0.012,0.310
5004,3,0.788,0.013,0.385
5004,3,0.805,0.013,0.459
5004,3,0.780,0.013,0.331
5004,3,0.775,0.013,0.396
5004,3,0.786,0.015,0.309
5004,3,0.881,0.013,0.424
5004,3,0.991,0.015,0.517
5004,3,0.990,0.016,0.371
5004,3,0.872,0.014,0.427
5004,3,0.872,0.014,0.330
5004,3,0.815,0.013,0.380
5004,3,0.860,0.014,0.441
5004,3,0.901,0.013,0.337
5004,3,0.841,0.013,0.405
5004,3,0.765,0.013,0.311
5004,3,0.849,0.013,0.377
5004,3,0.896,0.013,0.444
5004,3,0.906,0.013,0.328
5004,3,0.819,0.014,0.398
5004,3,0.926,0.013,0.313
5004,3,0.946,0.012,0.391
5004,3,0.805,0.013,0.460
5004,3,0.802,0.013,0.324
5004,3,0.905,0.013,0.394
5004,3,1.065,0.015,0.328
5004,3,0.915,0.016,0.403
5004,3,0.889,0.015,0.498
5004,10,0.979,0.035,0.533
5004,10,0.996,0.035,0.395
5004,10,1.052,0.035,0.459
5004,10,0.997,0.033,0.357
5004,10,0.848,0.032,0.421
5004,10,0.940,0.032,0.332
5004,10,0.921,0.032,0.412
5004,10,0.991,0.033,0.478
5004,10,1.001,0.032,0.346
5004,10,0.955,0.032,0.426
5004,10,1.085,0.036,0.408
5004,10,1.091,0.037,0.501
5004,10,2.692,0.038,0.372
5004,10,1.065,0.035,0.488
5004,10,0.984,0.036,0.556
5004,10,0.932,0.035,0.379
5004,10,1.087,0.033,0.454
5004,10,1.045,0.034,0.361
5004,10,0.912,0.034,0.448
5004,10,0.935,0.034,0.353
5004,10,0.979,0.034,0.444
5004,10,0.920,0.033,0.485
5004,10,0.816,0.032,0.339
5004,10,0.945,0.031,0.424
5004,10,1.048,0.037,0.410
5004,10,1.087,0.039,0.486
5004,10,1.124,0.040,0.398
5004,10,1.036,0.035,0.458
5004,10,1.010,0.036,0.532
5004,10,1.137,0.035,0.408
5004,10,1.125,0.041,0.507
5004,10,1.070,0.042,0.414
5004,10,1.106,0.039,0.513
5004,10,1.019,0.039,0.399
5004,10,1.095,0.036,0.468
5004,10,1.154,0.038,0.579
5004,10,1.102,0.038,0.400
5004,10,1.026,0.034,0.472
5004,10,1.022,0.037,0.397
5004,10,1.540,0.042,0.523
5004,10,1.187,0.041,0.393
5004,10,1.069,0.038,0.490
5004,10,1.156,0.035,0.593
5004,10,1.124,0.038,0.414
5004,10,1.055,0.036,0.479
5004,10,1.001,0.035,0.373
5004,10,0.958,0.035,0.446
5004,10,0.977,0.033,0.352
5004,10,0.921,0.034,0.440
5004,10,0.924,0.035,0.519
5004,10,0.939,0.033,0.358
5004,10,0.872,0.031,0.418
5004,10,0.815,0.033,0.332
5004,10,0.818,0.033,0.400
5004,10,0.870,0.031,0.343
5004,10,0.964,0.035,0.459
5004,10,1.058,0.037,0.564
5004,10,1.027,0.040,0.401
5004,10,1.084,0.038,0.483
5004,10,1.031,0.034,0.369
5004,32,0.999,0.089,0.438
5004,32,1.041,0.088,0.354
5004,32,1.097,0.090,0.444
5004,32,1.254,0.090,0.370
5004,32,1.014,0.093,0.452
5004,32,1.195,0.096,0.425
5004,32,1.166,0.101,0.503
5004,32,1.080,0.093,0.356
5004,32,1.197,0.090,0.497
5004,32,1.298,0.104,0.438
5004,32,1.168,0.103,0.539
5004,32,1.234,0.101,0.421
5004,32,1.233,0.098,0.481
5004,32,1.161,0.093,0.385
5004,32,1.051,0.090,0.453
5004,32,1.030,0.095,0.359
5004,32,1.098,0.092,0.438
5004,32,1.094,0.090,0.352
5004,32,1.061,0.094,0.478
5004,32,1.158,0.099,0.426
5004,32,1.235,0.099,0.520
5004,32,1.122,0.097,0.401
5004,32,1.153,0.092,0.495
5004,32,1.179,0.096,0.385
5004,32,1.204,0.096,0.513
5004,32,1.172,0.095,0.407
5004,32,1.195,0.095,0.486
5004,32,1.070,0.094,0.390
5004,32,1.020,0.095,0.479
5004,32,1.111,0.126,0.365
5004,32,1.048,0.094,0.484
5004,32,1.131,0.095,0.391
5004,32,1.095,0.094,0.493
5004,32,1.151,0.096,0.420
5004,32,1.160,0.099,0.530
5004,32,1.218,0.102,0.441
5004,32,1.258,0.110,0.527
5004,32,1.070,0.096,0.412
5004,32,1.242,0.097,0.498
5004,32,1.114,0.096,0.415
5004,32,1.060,0.097,0.495
5004,32,1.058,0.094,0.374
5004,32,1.072,0.093,0.450
5004,32,1.024,0.105,0.371
5004,32,1.107,0.093,0.465
5004,32,1.149,0.094,0.392
5004,32,1.198,0.098,0.513
5004,32,1.217,0.099,0.456
5004,32,1.224,0.107,0.534
5004,32,1.236,0.104,0.428
5004,32,1.311,0.104,0.531
5004,32,1.191,0.095,0.416
5004,32,1.169,0.096,0.495
5004,32,1.162,0.102,0.385
5004,32,1.138,0.092,0.459
5004,32,1.083,0.091,0.368
5004,32,1.177,0.092,0.482
5004,32,1.132,0.094,0.371
5004,32,1.136,0.091,0.460
5004,32,1.091,0.093,0.387
5004,100,1.685,0.301,0.659
5004,100,2.137,0.322,0.523
5004,100,1.703,0.317,0.684
5004,100,1.764,0.319,0.527
5004,100,1.616,0.322,0.472
5004,100,1.623,0.308,0.613
5004,100,1.612,0.292,0.478
5004,100,1.539,0.299,0.631
5004,100,1.669,0.289,0.490
5004,100,1.597,0.295,0.639
5004,100,1.616,0.268,0.514
5004,100,1.629,0.283,0.473
5004,100,1.710,0.266,0.645
5004,100,1.664,0.270,0.514
5004,100,1.651,0.268,0.669
5004,100,1.526,0.266,0.487
5004,100,1.631,0.266,0.695
5004,100,1.709,0.288,0.509
5004,100,1.682,0.283,0.649
5004,100,1.699,0.275,0.519
5004,100,1.694,0.280,0.677
5004,100,1.522,0.281,0.480
5004,100,1.483,0.261,0.621
5004,100,1.481,0.259,0.443
5004,100,1.616,0.271,0.647
5004,100,1.544,0.280,0.485
5004,100,1.492,0.253,0.598
5004,100,1.409,0.251,0.394
5004,100,1.405,0.251,0.372
5004,100,1.407,0.246,0.505
5004,100,1.300,0.256,0.419
5004,100,1.406,0.259,0.577
5004,100,1.403,0.257,0.436
5004,100,1.511,0.263,0.581
5004,100,1.429,0.256,0.445
5004,100,1.437,0.254,0.572
5004,100,1.309,0.251,0.400
5004,100,1.450,0.260,0.411
5004,100,1.508,0.268,0.551
5004,100,1.398,0.256,0.388
5004,100,1.329,0.249,0.498
5004,100,11.104,9.650,0.502
5004,100,1.461,0.263,0.630
5004,100,1.500,0.252,0.452
5004,100,1.391,0.249,0.527
5004,100,1.421,0.243,0.413
5004,100,1.429,0.250,0.398
5004,100,1.365,0.245,0.522
5004,100,1.462,0.263,0.450
5004,100,1.429,0.255,0.562
5004,100,1.345,0.248,0.400
5004,100,1.437,0.250,0.540
5004,100,1.343,0.246,0.437
5004,100,1.373,0.258,0.596
5004,100,1.449,0.256,0.434
5004,100,1.415,0.247,0.528
5004,100,1.389,0.240,0.397
5004,100,3.084,0.262,2.191
