nParts,k,frameMs,editMs
20000,1,15.900,0.100
20000,1,16.400,0.300
20000,1,16.800,0.100
20000,1,16.100,0.100
20000,1,16.800,0.600
20000,1,16.200,0.100
20000,1,17.300,0.100
20000,1,16.800,0.200
20000,1,16.300,0.000
20000,1,16.200,0.100
20000,1,17.200,0.100
20000,1,19.900,0.100
20000,1,13.500,0.100
20000,1,16.700,0.300
20000,1,15.900,0.000
20000,1,16.800,0.100
20000,1,17.200,0.000
20000,1,16.300,0.100
20000,1,19.600,0.100
20000,1,14.200,0.100
20000,1,16.500,0.200
20000,1,19.600,0.100
20000,1,13.100,0.100
20000,1,17.300,0.100
20000,1,17.400,0.100
20000,1,16.000,0.100
20000,1,16.300,0.000
20000,1,17.000,0.100
20000,1,16.200,0.200
20000,1,16.700,0.000
20000,1,16.400,0.100
20000,1,16.500,0.100
20000,1,17.500,0.200
20000,1,16.700,0.800
20000,1,17.400,0.100
20000,1,15.800,0.100
20000,1,17.000,0.100
20000,1,15.600,0.900
20000,1,17.900,0.000
20000,1,17.200,0.000
20000,1,15.000,0.200
20000,1,17.100,0.200
20000,1,17.100,0.000
20000,1,16.700,0.000
20000,1,15.700,0.100
20000,1,18.600,0.100
20000,1,18.100,0.100
20000,1,13.900,0.200
20000,1,16.100,0.100
20000,1,17.300,0.100
20000,1,16.800,0.200
20000,3,16.000,0.100
20000,3,16.800,0.100
20000,3,16.300,0.100
20000,3,17.200,0.100
20000,3,16.600,0.000
20000,3,17.400,0.100
20000,3,15.400,0.900
20000,3,16.100,0.200
20000,3,17.900,0.200
20000,3,16.400,0.000
20000,3,15.900,0.100
20000,3,17.100,0.100
20000,3,16.500,0.200
20000,3,16.300,0.100
20000,3,20.400,0.200
20000,3,14.700,0.100
20000,3,15.800,0.100
20000,3,16.700,0.100
20000,3,21.300,0.100
20000,3,11.100,0.100
20000,3,16.700,0.100
20000,3,17.300,0.200
20000,3,16.400,0.100
20000,3,16.000,0.000
20000,3,17.500,0.200
20000,3,16.800,0.200
20000,3,18.200,0.200
20000,3,17.400,0.100
20000,3,17.800,1.500
20000,3,12.700,0.100
20000,3,16.600,0.100
20000,3,18.100,0.000
20000,3,17.400,0.200
20000,3,14.700,0.100
20000,3,16.700,0.100
20000,3,17.000,0.100
20000,3,16.500,0.100
20000,3,17.000,0.000
20000,3,16.700,0.100
20000,3,15.400,0.200
20000,3,19.100,0.100
20000,3,16.200,0.100
20000,3,15.700,0.000
20000,3,16.100,0.100
20000,3,18.800,0.100
20000,3,14.700,0.200
20000,3,17.600,0.100
20000,3,16.400,0.200
20000,3,16.000,0.100
20000,3,20.600,0.100
20000,3,13.500,0.100
20000,10,16.200,0.200
20000,10,17.400,0.400
20000,10,16.300,0.200
20000,10,18.500,0.800
20000,10,15.000,1.500
20000,10,17.100,0.200
20000,10,15.700,0.100
20000,10,18.900,0.200
20000,10,14.800,1.800
20000,10,16.900,0.300
20000,10,16.200,0.200
20000,10,16.800,0.200
20000,10,19.600,0.300
20000,10,15.600,0.300
20000,10,18.400,0.300
20000,10,14.100,0.700
20000,10,15.800,0.200
20000,10,16.900,0.100
20000,10,16.700,0.200
20000,10,16.800,0.400
20000,10,18.200,0.300
20000,10,15.700,0.200
20000,10,16.000,0.200
20000,10,16.200,0.600
20000,10,18.800,0.200
20000,10,16.200,0.500
20000,10,16.500,1.800
20000,10,15.500,0.200
20000,10,17.100,0.300
20000,10,16.800,0.200
20000,10,16.200,0.200
20000,10,16.600,0.200
20000,10,16.200,0.200
20000,10,17.300,0.200
20000,10,17.000,0.300
20000,10,16.900,0.300
20000,10,16.400,0.200
20000,10,17.800,0.100
20000,10,15.200,0.300
20000,10,16.300,0.100
20000,10,17.600,1.600
20000,10,16.000,0.500
20000,10,16.500,0.200
20000,10,16.300,0.300
20000,10,17.300,0.300
20000,10,16.800,0.300
20000,10,16.000,0.200
20000,10,17.300,0.100
20000,10,20.100,0.200
20000,10,12.600,0.200
20000,10,16.500,0.200
20000,32,17.200,0.300
20000,32,18.000,0.500
20000,32,15.100,0.500
20000,32,16.500,0.400
20000,32,16.600,0.500
20000,32,16.800,0.300
20000,32,16.600,0.900
20000,32,16.400,0.300
20000,32,17.000,0.800
20000,32,18.100,0.600
20000,32,15.500,0.500
20000,32,16.400,0.500
20000,32,18.600,0.600
20000,32,14.700,0.500
20000,32,16.400,0.400
20000,32,17.900,0.500
20000,32,15.500,0.300
20000,32,17.100,0.300
20000,32,19.000,0.400
20000,32,13.500,0.400
20000,32,19.200,0.300
20000,32,14.800,0.500
20000,32,17.700,0.300
20000,32,15.300,1.600
20000,32,16.700,0.400
20000,32,17.600,0.500
20000,32,16.300,0.400
20000,32,16.800,2.100
20000,32,16.400,0.500
20000,32,15.800,0.400
20000,32,17.000,0.300
20000,32,16.200,0.300
20000,32,16.800,0.400
20000,32,17.500,0.500
20000,32,15.800,0.400
20000,32,17.100,0.300
20000,32,17.500,0.300
20000,32,15.500,0.300
20000,32,17.200,0.400
20000,32,16.700,0.300
20000,32,16.700,0.400
20000,32,16.100,0.500
20000,32,17.000,0.400
20000,32,16.800,0.300
20000,32,16.500,0.500
20000,32,16.900,0.400
20000,32,16.500,0.400
20000,32,15.900,0.400
20000,32,19.900,0.400
20000,32,14.000,0.400
20000,32,16.300,0.400
20000,100,17.000,1.100
20000,100,16.000,3.500
20000,100,17.000,1.100
20000,100,17.000,1.100
20000,100,19.400,1.600
20000,100,15.700,1.600
20000,100,15.200,0.900
20000,100,17.100,0.900
20000,100,16.400,0.900
20000,100,16.300,0.800
20000,100,21.000,0.900
20000,100,13.200,1.000
20000,100,15.300,0.800
20000,100,17.000,0.900
20000,100,16.400,0.800
20000,100,16.500,0.900
20000,100,17.000,0.900
20000,100,16.300,1.000
20000,100,17.700,1.000
20000,100,16.400,1.000
20000,100,17.700,1.000
20000,100,15.400,0.900
20000,100,16.900,1.000
20000,100,21.000,1.500
20000,100,12.200,0.900
20000,100,16.400,0.900
20000,100,16.800,0.800
20000,100,16.200,0.900
20000,100,17.700,1.000
20000,100,17.200,4.600
20000,100,14.900,1.000
20000,100,17.300,1.000
20000,100,16.300,1.000
20000,100,17.400,1.000
20000,100,16.700,0.900
20000,100,18.500,3.500
20000,100,14.400,3.500
20000,100,16.300,1.200
20000,100,17.600,0.900
20000,100,16.600,1.000
20000,100,15.800,1.000
20000,100,17.300,1.500
20000,100,17.000,1.300
20000,100,17.300,1.200
20000,100,16.900,4.300
20000,100,17.600,2.200
20000,100,16.400,1.300
20000,100,17.000,1.000
20000,100,17.200,4.300
20000,100,14.700,1.100
20000,100,15.100,1.100
20000,316,16.100,3.300
20000,316,17.000,4.300
20000,316,16.800,3.700
20000,316,16.000,2.900
20000,316,16.800,3.300
20000,316,16.200,3.200
20000,316,16.500,3.100
20000,316,17.400,2.800
20000,316,16.100,2.700
20000,316,16.700,2.900
20000,316,17.400,2.900
20000,316,16.200,2.700
20000,316,17.900,2.900
20000,316,15.900,2.700
20000,316,16.000,2.700
20000,316,17.300,3.000
20000,316,16.200,2.700
20000,316,16.600,2.700
20000,316,16.600,2.700
20000,316,16.600,2.700
20000,316,16.700,2.600
20000,316,16.500,2.800
20000,316,16.900,2.600
20000,316,16.500,2.600
20000,316,16.500,2.700
20000,316,17.300,2.700
20000,316,16.400,2.600
20000,316,16.400,2.700
20000,316,16.600,6.200
20000,316,16.900,2.800
20000,316,16.800,3.100
20000,316,16.800,3.100
20000,316,15.900,3.200
20000,316,18.000,3.800
20000,316,17.000,5.000
20000,316,16.200,3.000
20000,316,16.100,2.700
20000,316,17.200,2.500
20000,316,16.200,2.600
20000,316,16.300,2.900
20000,316,17.500,2.900
20000,316,15.700,2.600
20000,316,17.600,2.700
20000,316,15.600,2.700
20000,316,17.400,2.700
20000,316,16.400,2.600
20000,316,19.300,2.700
20000,316,13.900,2.700
20000,316,16.400,2.700
20000,316,17.400,2.800
20000,316,16.600,2.700
20000,1000,17.800,11.400
20000,1000,15.300,14.200
20000,1000,17.100,14.000
20000,1000,19.300,8.700
20000,1000,16.500,10.000
20000,1000,15.300,11.300
20000,1000,15.000,8.700
20000,1000,16.200,8.600
20000,1000,16.900,8.500
20000,1000,17.000,8.600
20000,1000,16.400,9.600
20000,1000,17.500,12.400
20000,1000,22.900,14.300
20000,1000,17.700,13.700
20000,1000,16.700,10.900
20000,1000,14.300,10.600
20000,1000,13.500,10.700
20000,1000,14.400,9.400
20000,1000,16.400,9.400
20000,1000,17.800,9.100
20000,1000,15.400,9.500
20000,1000,20.800,11.700
20000,1000,14.500,11.600
20000,1000,20.000,12.500
20000,1000,15.400,12.200
20000,1000,15.200,13.800
20000,1000,18.200,13.400
20000,1000,16.400,8.900
20000,1000,13.800,9.200
20000,1000,16.500,9.200
20000,1000,16.000,8.900
20000,1000,16.300,8.800
20000,1000,17.600,8.700
20000,1000,15.800,9.000
20000,1000,17.900,12.700
20000,1000,18.500,14.200
20000,1000,17.300,13.900
20000,1000,18.500,11.800
20000,1000,15.000,14.400
20000,1000,17.900,10.700
20000,1000,15.700,10.200
20000,1000,14.200,9.900
20000,1000,15.800,11.900
20000,1000,16.500,8.900
20000,1000,16.700,9.700
20000,1000,20.400,13.400
20000,1000,16.300,13.600
20000,1000,16.700,12.400
20000,1000,15.600,11.800
20000,1000,14.600,9.400
20000,1000,16.800,9.400
20000,3162,42.500,33.000
20000,3162,39.000,29.100
20000,3162,33.500,34.200
20000,3162,38.700,38.700
20000,3162,43.800,36.300
20000,3162,41.300,30.300
20000,3162,38.300,37.400
20000,3162,42.300,50.200
20000,3162,56.500,37.600
20000,3162,41.800,31.100
20000,3162,35.300,29.200
20000,3162,33.500,43.000
20000,3162,48.000,37.500
20000,3162,42.500,31.800
20000,3162,36.600,28.800
20000,3162,33.400,39.600
20000,3162,45.000,37.900
20000,3162,42.400,33.100
20000,3162,40.500,29.500
20000,3162,34.000,45.000
20000,3162,50.400,37.800
20000,3162,42.500,36.700
20000,3162,41.400,37.500
20000,3162,41.700,38.600
20000,3162,45.000,40.900
20000,3162,46.000,35.600
20000,3162,39.900,29.000
20000,3162,33.400,37.000
20000,3162,42.300,36.700
20000,3162,41.900,40.500
20000,3162,45.300,29.500
20000,3162,34.200,37.200
20000,3162,42.000,38.500
20000,3162,44.400,37.100
20000,3162,41.800,29.500
20000,3162,34.000,29.400
20000,3162,34.100,41.700
20000,3162,46.200,40.000
20000,3162,44.300,29.600
20000,3162,34.700,29.000
20000,3162,33.000,42.700
20000,3162,48.700,37.100
20000,3162,41.900,31.100
20000,3162,35.900,29.500
20000,3162,33.900,40.400
20000,3162,45.100,36.100
20000,3162,40.600,35.800
20000,3162,40.200,29.000
20000,3162,33.500,42.000
20000,3162,47.700,39.800
20000,3162,47.000,37.700
20000,10000,145.600,234.700
20000,10000,246.200,125.500
20000,10000,134.700,171.400
20000,10000,180.000,107.100
20000,10000,115.600,95.300
20000,10000,104.200,93.900
20000,10000,102.400,107.200
20000,10000,116.000,103.100
20000,10000,111.400,95.800
20000,10000,104.900,100.600
20000,10000,113.800,103.600
20000,10000,111.900,109.900
20000,10000,118.000,100.200
20000,10000,108.900,99.600
20000,10000,108.800,102.400
20000,10000,110.600,110.500
20000,10000,118.800,100.300
20000,10000,109.800,99.700
20000,10000,108.600,101.300
20000,10000,109.700,111.100
20000,10000,119.400,104.700
20000,10000,114.100,102.500
20000,10000,111.400,100.400
20000,10000,108.600,110.700
20000,10000,119.100,110.900
20000,10000,120.000,105.000
20000,10000,115.200,111.100
20000,10000,119.300,114.100
20000,10000,122.900,106.700
20000,10000,115.700,109.700
20000,10000,118.800,102.600
20000,10000,110.600,115.500
20000,10000,123.800,107.100
20000,10000,116.800,105.700
20000,10000,114.800,101.300
20000,10000,109.300,114.100
20000,10000,122.400,108.000
20000,10000,117.300,104.000
20000,10000,113.400,103.900
20000,10000,112.100,116.800
20000,10000,126.100,108.600
20000,10000,117.300,98.800
20000,10000,107.500,95.900
20000,10000,105.100,110.500
20000,10000,118.600,105.400
20000,10000,114.400,99.600
20000,10000,108.200,95.600
20000,10000,103.200,112.400
20000,10000,120.200,107.700
20000,10000,116.000,102.200
20000,10000,110.600,98.000
20000,20000,205.900,213.400
20000,20000,226.900,199.800
20000,20000,212.700,225.500
20000,20000,238.800,199.100
20000,20000,211.500,214.700
20000,20000,227.600,193.800
20000,20000,206.300,211.000
20000,20000,224.100,192.200
20000,20000,204.000,212.600
20000,20000,225.300,192.000
20000,20000,203.800,215.100
20000,20000,228.300,192.700
20000,20000,204.600,211.000
20000,20000,223.400,194.000
20000,20000,206.600,219.400
20000,20000,232.500,194.800
20000,20000,206.700,219.000
20000,20000,231.900,197.800
20000,20000,210.600,214.300
20000,20000,226.800,193.700
20000,20000,205.900,209.700
20000,20000,222.300,194.100
20000,20000,206.100,212.400
20000,20000,225.100,201.900
20000,20000,214.900,215.700
20000,20000,228.400,194.800
20000,20000,207.400,212.500
20000,20000,224.400,199.500
20000,20000,212.000,215.600
20000,20000,229.100,196.000
20000,20000,207.800,214.500
20000,20000,227.700,199.300
20000,20000,211.200,214.400
20000,20000,227.200,197.600
20000,20000,210.300,213.800
20000,20000,226.900,195.300
20000,20000,208.500,208.700
20000,20000,221.400,200.900
20000,20000,213.600,212.500
20000,20000,225.400,198.300
20000,20000,210.700,211.300
20000,20000,224.300,195.800
20000,20000,208.200,207.300
20000,20000,219.600,194.700
20000,20000,206.700,208.500
20000,20000,221.600,196.000
20000,20000,208.100,213.500
20000,20000,227.400,202.800
20000,20000,215.600,222.100
20000,20000,235.700,197.500
20000,20000,210.300,212.900
