nParts,k,frameMs,editMs,gpuMs
20000,1,0.428,0.019,0.138
20000,1,0.490,0.025,0.139
20000,1,0.409,0.021,0.138
20000,1,0.534,0.018,0.138
20000,1,0.444,0.024,0.138
20000,1,0.549,0.019,0.138
20000,1,0.542,0.020,0.138
20000,1,0.526,0.024,0.138
20000,1,0.441,0.023,0.139
20000,1,0.380,0.023,0.138
20000,1,0.375,0.018,0.138
20000,1,0.481,0.018,0.138
20000,1,0.445,0.020,0.138
20000,1,0.446,0.023,0.139
20000,1,0.378,0.020,0.138
20000,1,0.401,0.018,0.139
20000,1,0.423,0.018,0.138
20000,1,0.403,0.019,0.138
20000,1,0.429,0.018,0.138
20000,1,1.063,0.019,0.140
20000,1,0.378,0.018,0.138
20000,1,0.412,0.022,0.139
20000,1,0.445,0.017,0.138
20000,1,0.423,0.019,0.138
20000,1,0.337,0.018,0.138
20000,1,0.450,0.018,0.138
20000,1,0.378,0.018,0.138
20000,1,0.747,0.018,0.138
20000,1,0.405,0.019,0.138
20000,1,27.432,0.020,0.143
20000,1,0.618,0.034,0.138
20000,1,0.567,0.019,0.137
20000,1,0.560,0.019,0.138
20000,1,0.546,0.019,0.138
20000,1,0.565,0.020,0.138
20000,1,0.535,0.019,0.138
20000,1,0.533,0.020,0.138
20000,1,0.553,0.019,0.137
20000,1,0.530,0.019,0.138
20000,1,0.482,0.020,0.138
20000,1,0.499,0.019,0.139
20000,1,0.480,0.029,0.138
20000,1,0.453,0.020,0.138
20000,1,0.439,0.020,0.138
20000,1,0.420,0.019,0.139
20000,1,0.526,0.019,0.138
20000,1,0.438,0.020,0.138
20000,1,0.516,0.018,0.139
20000,1,0.521,0.019,0.139
20000,1,0.542,0.021,0.138
20000,1,0.506,0.019,0.138
20000,1,0.420,0.019,0.138
20000,1,0.337,0.017,0.139
20000,1,0.396,0.018,0.139
20000,1,0.552,0.019,0.138
20000,1,0.440,0.025,0.138
20000,1,0.401,0.018,0.138
20000,1,0.400,0.018,0.138
20000,1,0.473,0.018,0.139
20000,1,0.461,0.021,0.138
20000,1,0.479,0.018,0.138
20000,1,0.401,0.018,0.138
20000,1,0.525,0.019,0.138
20000,1,0.479,0.019,0.138
20000,1,0.515,0.026,0.138
20000,1,0.539,0.019,0.138
20000,1,0.523,0.018,0.138
20000,1,0.474,0.018,0.138
20000,1,0.414,0.023,0.139
20000,1,0.398,0.018,0.138
20000,1,0.445,0.017,0.138
20000,1,0.479,0.020,0.138
20000,1,0.408,0.019,0.139
20000,1,0.455,0.019,0.138
20000,1,0.385,0.018,0.138
20000,1,0.402,0.019,0.138
20000,1,0.371,0.020,0.139
20000,1,0.377,0.018,0.138
20000,1,0.342,0.018,0.138
20000,1,0.340,0.018,0.139
20000,1,0.443,0.018,0.138
20000,1,0.438,0.019,0.139
20000,1,0.454,0.018,0.138
20000,1,0.465,0.018,0.139
20000,1,0.400,0.018,0.138
20000,1,0.341,0.018,0.138
20000,1,0.490,0.017,0.138
20000,1,0.485,0.020,0.138
20000,1,0.490,0.018,0.138
20000,1,0.511,0.020,0.138
20000,1,0.455,0.021,0.139
20000,1,0.455,0.019,0.138
20000,1,0.371,0.018,0.138
20000,1,0.342,0.018,0.138
20000,1,0.340,0.018,0.138
20000,1,0.469,0.017,0.139
20000,1,3.334,0.026,0.146
20000,1,0.425,0.021,0.138
20000,1,0.385,0.019,0.138
20000,1,0.414,0.017,0.138
20000,1,0.419,0.017,0.139
20000,1,0.531,0.017,0.138
20000,1,0.480,0.019,0.138
20000,1,0.475,0.020,0.138
20000,1,0.511,0.019,0.138
20000,1,0.439,0.019,0.139
20000,1,0.407,0.018,0.138
20000,1,0.412,0.017,0.139
20000,1,0.408,0.017,0.140
20000,1,0.401,0.018,0.138
20000,1,0.468,0.020,0.139
20000,1,0.458,0.027,0.139
20000,1,0.449,0.018,0.139
20000,1,0.568,0.030,0.138
20000,1,0.523,0.019,0.139
20000,1,0.461,0.018,0.138
20000,1,0.548,0.018,0.138
20000,1,0.461,0.019,0.139
20000,1,0.508,0.018,0.138
20000,1,0.460,0.018,0.138
20000,1,0.484,0.019,0.138
20000,1,0.538,0.017,0.138
20000,1,0.553,0.019,0.138
20000,1,0.603,0.019,0.202
20000,1,0.526,0.020,0.138
20000,1,0.513,0.018,0.138
20000,1,0.448,0.018,0.138
20000,1,0.432,0.018,0.139
20000,1,0.416,0.018,0.138
20000,1,0.414,0.018,0.138
20000,1,0.620,0.017,0.138
20000,1,0.408,0.018,0.138
20000,1,0.511,0.020,0.138
20000,1,0.489,0.019,0.138
20000,1,0.602,0.018,0.139
20000,1,0.617,0.024,0.139
20000,1,0.473,0.018,0.138
20000,1,0.406,0.017,0.138
20000,1,0.395,0.017,0.138
20000,1,0.496,0.018,0.138
20000,1,0.446,0.019,0.138
20000,1,0.389,0.018,0.138
20000,1,0.405,0.018,0.138
20000,1,0.344,0.017,0.139
20000,1,0.370,0.018,0.138
20000,1,0.409,0.017,0.138
20000,1,0.371,0.018,0.138
20000,1,0.408,0.017,0.138
20000,1,0.490,0.017,0.139
20000,1,0.601,0.018,0.139
20000,1,0.456,0.018,0.139
20000,1,0.407,0.017,0.138
20000,1,0.378,0.017,0.138
20000,1,0.429,0.017,0.138
20000,1,0.482,0.019,0.138
20000,1,0.475,0.018,0.139
20000,1,0.531,0.019,0.138
20000,1,0.507,0.018,0.138
