nParts,k,frameMs,editMs,gpuMs
50000,1,2.452,0.062,0.345
50000,1,2.698,0.065,0.360
50000,1,2.529,0.057,0.337
50000,1,2.556,0.056,0.335
50000,1,2.330,0.055,0.335
50000,1,2.514,0.055,0.334
50000,1,2.529,0.058,0.341
50000,1,2.516,0.058,0.342
50000,1,2.403,0.056,0.331
50000,1,2.423,0.060,0.338
50000,1,2.615,0.057,0.344
50000,1,2.706,0.056,0.391
50000,1,2.578,0.063,0.462
50000,1,2.100,0.057,0.329
50000,1,2.324,0.053,0.341
50000,1,2.476,0.056,0.335
50000,1,2.282,0.055,0.337
50000,1,2.213,0.056,0.339
50000,1,2.259,0.054,0.342
50000,1,2.047,0.057,0.343
50000,1,2.104,0.057,0.341
50000,1,2.449,0.055,0.332
50000,1,2.127,0.056,0.330
50000,1,4.688,0.056,0.342
50000,1,2.045,0.067,0.327
50000,1,74.340,0.055,0.335
50000,1,1.959,0.083,0.327
50000,1,2.182,0.061,0.498
50000,1,1.501,0.056,0.305
50000,1,1.809,0.061,0.339
50000,1,2.433,0.058,0.331
50000,1,2.210,0.058,0.332
50000,1,2.193,0.059,0.329
50000,1,2.251,0.058,0.326
50000,1,2.317,0.056,0.337
50000,1,2.109,0.059,0.333
50000,1,2.073,0.067,0.343
50000,1,2.117,0.064,0.339
50000,1,2.091,0.059,0.332
50000,1,2.082,0.058,0.337
50000,1,2.108,0.056,0.337
50000,1,2.068,0.058,0.335
50000,1,2.260,0.057,0.326
50000,1,2.063,0.063,0.328
50000,1,2.075,0.061,0.341
50000,1,2.007,0.068,0.338
50000,1,2.277,0.059,0.436
50000,1,2.057,0.057,0.341
50000,1,2.071,0.060,0.332
50000,1,1.901,0.060,0.338
50000,1,2.081,0.061,0.333
50000,1,1.975,0.055,0.334
50000,1,2.286,0.065,0.338
50000,1,2.134,0.078,0.336
50000,1,2.022,0.068,0.337
50000,1,2.188,0.056,0.338
50000,1,2.203,0.059,0.338
50000,1,2.032,0.060,0.336
50000,1,2.046,0.060,0.343
50000,1,43.492,0.060,0.340
50000,1,2.331,0.082,0.342
50000,1,2.126,0.058,0.340
50000,1,2.083,0.057,0.331
50000,1,2.154,0.062,0.341
50000,1,2.184,0.060,0.336
50000,1,2.118,0.065,0.342
50000,1,2.123,0.057,0.341
50000,1,2.025,0.067,0.332
50000,1,2.124,0.059,0.340
50000,1,2.064,0.056,0.327
50000,1,2.109,0.056,0.341
50000,1,1.978,0.055,0.342
50000,1,1.760,0.059,0.335
50000,1,1.667,0.058,0.326
50000,1,1.750,0.058,0.342
50000,1,1.506,0.063,0.305
50000,1,1.531,0.061,0.305
50000,1,1.565,0.054,0.305
50000,1,1.543,0.060,0.305
50000,1,1.671,0.059,0.339
50000,1,1.606,0.058,0.313
50000,1,1.700,0.058,0.330
50000,1,2.043,0.057,0.328
50000,1,1.523,0.067,0.305
50000,1,1.628,0.061,0.310
50000,1,1.543,0.058,0.305
50000,1,1.738,0.060,0.342
50000,1,1.764,0.057,0.330
50000,1,1.693,0.056,0.341
50000,1,1.675,0.054,0.323
50000,1,1.525,0.057,0.305
50000,1,1.782,0.054,0.343
50000,1,1.687,0.054,0.344
50000,1,1.750,0.059,0.339
50000,1,1.679,0.054,0.331
50000,1,1.480,0.057,0.306
50000,1,1.433,0.058,0.306
50000,1,1.703,0.057,0.337
