nParts,k,frameMs,editMs,gpuMs
10000,1,0.330,0.017,0.084
10000,1,0.379,0.021,0.085
10000,1,0.357,0.019,0.085
10000,1,0.447,0.018,0.085
10000,1,0.456,0.018,0.084
10000,1,0.464,0.021,0.085
10000,1,0.383,0.019,0.085
10000,1,0.362,0.018,0.085
10000,1,0.359,0.017,0.085
10000,1,0.359,0.018,0.085
10000,1,0.283,0.018,0.084
10000,1,0.282,0.017,0.085
10000,1,0.281,0.018,0.084
10000,1,0.357,0.018,0.085
10000,1,0.342,0.018,0.085
10000,1,0.280,0.017,0.085
10000,1,0.285,0.017,0.084
10000,1,0.282,0.017,0.084
10000,1,0.360,0.017,0.085
10000,1,1.117,0.018,0.086
10000,1,0.552,0.019,0.084
10000,1,0.356,0.021,0.085
10000,1,0.385,0.017,0.085
10000,1,0.448,0.019,0.085
10000,1,0.294,0.019,0.085
10000,1,0.337,0.017,0.085
10000,1,0.421,0.018,0.084
10000,1,0.354,0.018,0.085
10000,1,0.322,0.017,0.085
10000,1,0.368,0.019,0.085
10000,1,0.374,0.017,0.085
10000,1,0.383,0.021,0.085
10000,1,0.349,0.018,0.085
10000,1,0.360,0.018,0.085
10000,1,0.327,0.018,0.085
10000,1,0.313,0.018,0.085
10000,1,0.287,0.017,0.085
10000,1,0.283,0.018,0.084
10000,1,0.282,0.017,0.085
10000,1,0.319,0.017,0.085
10000,1,0.354,0.017,0.085
10000,1,0.280,0.017,0.084
10000,1,0.286,0.018,0.085
10000,1,0.284,0.018,0.085
10000,1,0.319,0.017,0.084
10000,1,0.361,0.018,0.085
10000,1,0.283,0.017,0.084
10000,1,0.335,0.018,0.085
10000,1,0.385,0.019,0.085
10000,1,0.370,0.019,0.085
10000,1,0.333,0.018,0.085
10000,1,0.354,0.017,0.084
10000,1,0.280,0.017,0.085
10000,1,0.329,0.017,0.085
10000,1,0.285,0.017,0.085
10000,1,0.437,0.020,0.085
10000,1,0.429,0.019,0.085
10000,1,0.421,0.018,0.085
10000,1,0.402,0.018,0.085
10000,1,0.294,0.019,0.085
10000,1,0.283,0.018,0.085
10000,1,0.284,0.017,0.085
10000,1,0.280,0.018,0.084
10000,1,0.279,0.017,0.084
10000,1,0.280,0.017,0.085
10000,1,0.282,0.017,0.085
10000,1,0.330,0.018,0.084
10000,1,0.414,0.019,0.085
10000,1,0.360,0.018,0.085
10000,1,0.318,0.018,0.085
10000,1,0.422,0.017,0.084
10000,1,0.308,0.020,0.084
10000,1,0.340,0.019,0.085
10000,1,0.370,0.019,0.085
10000,1,0.325,0.018,0.085
10000,1,0.289,0.019,0.085
10000,1,0.346,0.018,0.085
10000,1,0.284,0.017,0.085
10000,1,0.312,0.018,0.084
10000,1,0.342,0.017,0.084
10000,1,0.357,0.018,0.085
10000,1,0.396,0.017,0.085
10000,1,0.287,0.019,0.085
10000,1,0.324,0.018,0.084
10000,1,0.453,0.019,0.085
10000,1,0.453,0.018,0.084
10000,1,0.345,0.018,0.085
10000,1,0.315,0.018,0.085
10000,1,0.326,0.017,0.085
10000,1,0.280,0.017,0.085
10000,1,0.282,0.018,0.085
10000,1,0.280,0.017,0.084
10000,1,0.411,0.017,0.085
10000,1,0.395,0.019,0.085
10000,1,0.389,0.018,0.085
10000,1,0.422,0.019,0.085
10000,1,2.269,0.018,0.092
10000,1,0.385,0.019,0.084
10000,1,0.339,0.019,0.085
10000,1,0.283,0.017,0.084
10000,1,0.380,0.017,0.085
10000,1,0.377,0.017,0.085
10000,1,0.285,0.018,0.085
10000,1,0.322,0.018,0.085
10000,1,0.356,0.017,0.085
10000,1,0.282,0.017,0.085
10000,1,0.320,0.017,0.085
10000,1,0.356,0.017,0.085
10000,1,0.320,0.017,0.084
10000,1,0.478,0.017,0.085
10000,1,0.331,0.018,0.085
10000,1,0.372,0.017,0.085
10000,1,0.454,0.018,0.085
10000,1,0.376,0.019,0.085
10000,1,0.281,0.017,0.085
10000,1,0.319,0.017,0.085
10000,1,0.358,0.017,0.085
10000,1,0.357,0.017,0.085
10000,1,0.388,0.017,0.085
10000,1,0.292,0.019,0.085
10000,1,0.345,0.018,0.085
10000,1,0.320,0.017,0.085
10000,1,0.347,0.018,0.084
10000,1,0.451,0.018,0.085
10000,1,0.535,0.018,0.085
10000,1,0.371,0.017,0.085
10000,1,0.312,0.017,0.085
10000,1,0.345,0.017,0.084
10000,1,0.318,0.017,0.085
10000,1,0.281,0.018,0.085
10000,1,0.332,0.017,0.085
10000,1,0.436,0.019,0.084
10000,1,0.307,0.019,0.085
10000,1,0.381,0.018,0.084
10000,1,0.396,0.018,0.084
10000,1,0.349,0.017,0.085
10000,1,0.311,0.018,0.085
10000,1,0.310,0.017,0.085
10000,1,0.339,0.017,0.085
10000,1,0.281,0.018,0.085
10000,1,0.279,0.017,0.085
10000,1,0.279,0.017,0.085
10000,1,0.280,0.018,0.085
10000,1,0.282,0.017,0.084
10000,1,0.278,0.017,0.085
10000,1,0.375,0.017,0.085
10000,1,0.389,0.017,0.085
10000,1,0.324,0.017,0.085
10000,1,0.356,0.017,0.085
