nParts,k,frameMs,editMs,gpuMs
10000,1,0.328,0.017,0.091
10000,1,0.355,0.025,0.092
10000,1,0.297,0.021,0.091
10000,1,0.416,0.020,0.092
10000,1,0.293,0.018,0.092
10000,1,0.285,0.017,0.092
10000,1,0.283,0.017,0.091
10000,1,0.282,0.017,0.091
10000,1,0.288,0.016,0.091
10000,1,0.350,0.018,0.091
10000,1,0.282,0.017,0.091
10000,1,0.282,0.016,0.091
10000,1,0.280,0.016,0.092
10000,1,0.280,0.016,0.091
10000,1,0.282,0.016,0.092
10000,1,0.386,0.016,0.091
10000,1,0.284,0.017,0.091
10000,1,0.298,0.016,0.091
10000,1,0.420,0.019,0.091
10000,1,1.054,0.018,0.094
10000,1,0.385,0.018,0.091
10000,1,0.293,0.022,0.091
10000,1,0.286,0.017,0.092
10000,1,0.285,0.017,0.092
10000,1,0.282,0.016,0.092
10000,1,0.486,0.016,0.092
10000,1,0.310,0.017,0.092
10000,1,0.361,0.017,0.091
10000,1,0.418,0.018,0.091
10000,1,0.345,0.019,0.091
10000,1,0.337,0.018,0.092
10000,1,0.350,0.017,0.092
10000,1,0.335,0.017,0.092
10000,1,0.417,0.018,0.092
10000,1,0.397,0.018,0.092
10000,1,0.369,0.018,0.092
10000,1,0.361,0.018,0.092
10000,1,0.316,0.017,0.091
10000,1,0.323,0.017,0.092
10000,1,0.472,0.016,0.091
10000,1,0.385,0.018,0.092
10000,1,0.372,0.017,0.092
10000,1,0.290,0.017,0.091
10000,1,0.360,0.016,0.091
10000,1,0.368,0.017,0.091
10000,1,0.390,0.018,0.092
10000,1,0.368,0.017,0.091
10000,1,0.371,0.017,0.092
10000,1,0.388,0.017,0.092
10000,1,0.426,0.018,0.091
10000,1,0.371,0.017,0.091
10000,1,0.408,0.017,0.091
10000,1,0.354,0.018,0.092
10000,1,0.293,0.017,0.091
10000,1,0.417,0.017,0.091
10000,1,0.430,0.019,0.092
10000,1,0.464,0.018,0.092
10000,1,0.451,0.018,0.092
10000,1,0.392,0.017,0.091
10000,1,0.490,0.018,0.092
10000,1,0.482,0.018,0.092
10000,1,0.473,0.019,0.092
10000,1,0.428,0.018,0.091
10000,1,0.354,0.018,0.091
10000,1,0.381,0.017,0.092
10000,1,0.376,0.017,0.092
10000,1,0.296,0.017,0.092
10000,1,0.291,0.016,0.092
10000,1,0.311,0.017,0.092
10000,1,0.289,0.017,0.092
