nParts,k,frameMs,editMs,gpuMs
50000,1,1.194,0.100,0.375
50000,1,1.339,0.115,0.376
50000,1,1.268,0.095,0.374
50000,1,1.175,0.097,0.374
50000,1,2.871,0.096,0.378
50000,1,1.775,0.115,0.375
50000,1,1.378,0.107,0.375
50000,1,3.691,0.098,0.377
50000,1,1.116,0.101,0.374
50000,1,2.038,0.106,0.380
50000,1,1.709,0.102,0.375
50000,1,1.076,0.098,0.374
50000,1,4.490,0.092,0.375
50000,1,1.181,0.108,0.376
50000,1,4.298,0.096,0.374
50000,1,1.148,0.105,0.375
50000,1,1.014,0.088,0.374
50000,1,0.968,0.089,0.375
50000,1,0.927,0.084,0.375
50000,1,4.872,0.082,0.379
50000,1,1.600,0.110,0.375
50000,1,1.651,0.107,0.377
50000,1,1.879,0.126,0.375
50000,1,1.144,0.105,0.375
50000,1,1.793,0.097,0.375
50000,1,2.265,0.098,0.380
50000,1,4.450,0.101,0.375
50000,1,1.222,0.114,0.375
50000,1,1.076,0.101,0.377
50000,1,1.080,0.104,0.374
50000,1,1.132,0.097,0.376
50000,1,1.050,0.105,0.375
50000,1,0.996,0.090,0.375
50000,1,0.999,0.099,0.375
50000,1,1.031,0.089,0.375
50000,1,5.384,0.093,0.380
50000,1,1.320,0.119,0.376
50000,1,1.269,0.098,0.375
50000,1,1.173,0.102,0.375
50000,1,2.882,0.094,0.376
50000,1,5.227,0.105,0.375
50000,1,1.243,0.110,0.375
50000,1,1.069,0.089,0.375
50000,1,1.034,0.087,0.375
50000,1,0.986,0.081,0.375
50000,1,1.022,0.082,0.374
50000,1,1.104,0.088,0.374
50000,1,1.458,0.191,0.375
50000,1,2.951,0.091,0.374
50000,1,1.082,0.097,0.375
50000,1,1.018,0.084,0.374
50000,1,1.037,0.084,0.376
50000,1,4.742,0.088,0.375
50000,1,1.227,0.095,0.375
50000,1,2.509,0.102,0.381
50000,1,1.439,0.120,0.374
50000,1,1.219,0.107,0.374
50000,1,24.303,0.106,0.374
50000,1,12.375,0.106,0.380
50000,1,1.211,0.106,0.374
50000,1,5.426,0.099,0.374
50000,1,8.443,0.096,0.381
50000,1,4.386,0.118,0.375
50000,1,5.261,0.111,0.381
50000,1,2.654,0.098,0.375
50000,1,1.178,0.106,0.375
50000,1,1.019,0.093,0.375
50000,1,1.923,0.093,0.375
50000,1,8.208,0.119,0.376
50000,1,2.670,0.108,0.375
50000,1,1.247,0.108,0.375
50000,1,4.551,0.097,0.374
50000,1,1.111,0.097,0.376
50000,1,3.046,0.088,0.374
50000,1,0.971,0.093,0.374
50000,1,2.644,0.081,0.380
50000,1,1.026,0.094,0.375
50000,1,0.959,0.089,0.375
50000,1,1.913,0.082,0.374
50000,1,1.052,0.095,0.375
50000,1,0.945,0.084,0.374
50000,1,0.907,0.080,0.374
50000,1,0.922,0.074,0.375
50000,1,5.688,0.086,0.378
50000,1,1.157,0.105,0.375
50000,1,8.422,0.094,0.374
50000,1,7.974,0.108,0.380
50000,1,3.998,0.117,0.381
50000,1,1.318,0.113,0.375
50000,1,1.089,0.096,0.375
50000,1,1.131,0.106,0.375
50000,1,1.098,0.103,0.374
50000,1,8.172,0.105,0.376
50000,1,1.102,0.102,0.374
50000,1,1.072,0.092,0.374
