nParts,k,frameMs,editMs,gpuMs
50000,1,0.848,0.024,0.377
50000,1,1.104,0.050,0.382
50000,1,0.774,0.041,0.377
50000,1,0.738,0.026,0.377
50000,1,2.125,0.031,0.417
50000,1,0.718,0.032,0.377
50000,1,0.726,0.032,0.378
50000,1,0.703,0.030,0.378
50000,1,0.670,0.032,0.378
50000,1,0.659,0.030,0.377
50000,1,0.615,0.027,0.377
50000,1,3.014,0.020,0.417
50000,1,0.650,0.031,0.378
50000,1,0.918,0.029,0.379
50000,1,0.753,0.024,0.378
50000,1,3.589,0.029,0.383
50000,1,0.907,0.038,0.378
50000,1,0.723,0.034,0.378
50000,1,0.638,0.026,0.379
50000,1,1.573,0.022,0.385
50000,1,0.729,0.042,0.379
50000,1,0.714,0.041,0.379
50000,1,0.757,0.029,0.379
50000,1,0.758,0.037,0.378
50000,1,1.634,0.036,0.378
50000,1,2.109,0.083,0.425
50000,1,0.733,0.042,0.378
50000,1,0.800,0.033,0.379
50000,1,0.688,0.026,0.378
50000,1,3.366,0.031,0.382
50000,1,3.660,0.035,0.407
50000,1,0.796,0.037,0.388
50000,1,1.150,0.034,0.378
50000,1,0.777,0.036,0.378
50000,1,0.776,0.037,0.378
50000,1,0.858,0.035,0.378
50000,1,0.931,0.039,0.378
50000,1,0.760,0.028,0.378
50000,1,0.740,0.026,0.378
50000,1,2.598,0.032,0.406
50000,1,1.166,0.125,0.384
50000,1,1.063,0.035,0.378
50000,1,0.880,0.031,0.378
50000,1,0.840,0.037,0.378
50000,1,4.028,0.024,0.411
50000,1,0.845,0.036,0.378
50000,1,0.781,0.028,0.378
50000,1,0.774,0.026,0.378
50000,1,0.809,0.026,0.379
50000,1,0.817,0.041,0.379
50000,1,0.798,0.033,0.378
50000,1,0.788,0.027,0.378
50000,1,0.793,0.035,0.379
50000,1,0.825,0.027,0.379
50000,1,0.805,0.054,0.378
50000,1,0.756,0.025,0.378
50000,1,0.971,0.026,0.382
50000,1,0.927,0.120,0.378
50000,1,0.790,0.024,0.379
50000,1,0.784,0.027,0.378
50000,1,1.309,0.025,0.378
50000,1,0.787,0.030,0.379
50000,1,0.781,0.036,0.378
50000,1,0.768,0.032,0.378
50000,1,0.770,0.029,0.378
50000,1,2.971,0.025,0.404
50000,1,0.862,0.034,0.378
50000,1,0.831,0.032,0.379
50000,1,0.799,0.029,0.378
50000,1,0.858,0.032,0.379
50000,1,0.867,0.039,0.379
50000,1,0.805,0.054,0.379
50000,1,1.120,0.025,0.380
50000,1,1.232,0.032,0.380
50000,1,0.813,0.032,0.378
50000,1,0.777,0.036,0.378
50000,1,0.756,0.023,0.378
50000,1,0.767,0.031,0.379
